#		DELM
Бн‘		N
«“		P
гнб«ѕ		N
‘е—н		N
¬»«ѕ		ADJ
»жѕе		ADJ
«” 		V
.		DELM
»ж‘е—		N
нян		PRO
«“		P
дќ” нд		ADJ
‘е—е«нн		N
«” 		V
яе		CON
я«—ќ«де		N
Н«Б		N
”дРн		ADJ
—«		P
ж«—ѕ		N
ж		CON
ё»б		N
«“		P
»”н«—н		QUA
«“		P
‘е—е«н		N
гег		ADJ
«н—«д		N
°		DELM
ѕ«—«н		ADJ
’д«нЏ		N
ћѕнѕн		ADJ
Нжд		CON
нќ ”«“н		N
ж		CON
»—ё		N
»жѕе		ADJ
«” 		V
.		DELM
»дѕ—		N
»ж‘е—		N
ѕ—		P
ћдж»		N
«н—«д		N
ж		CON
ѕ—		P
Ўжб		N
ћџ—«Ён«нн		ADJ
51		N
50		N
ж		CON
Џ—÷		N
ћџ—«Ён«нн		ADJ
59		N
82		N
ж«ёЏ		ADJ
‘ѕе		ADJ
«” 		V
.		DELM
«нд		DET
‘е—” «д		N
г—я“		N
«” «д		N
»ж‘е—		N
гн »«‘ѕ		V
ж		CON
‘«гб		ADJ
ѕж		N
»ќ‘		N
»е		P
д«г е«н		N
г—я“		N
ж		CON
ќ«—я		N
°		DELM
ѕж		N
‘е—		N
ж		CON
ѕж		N
ѕе” «д		N
гн »«‘ѕ		V
.		DELM
#		DELM
ћ«–»е е«н		N
 ж—н” н		ADJ
ж		CON
гд«Ўё		N
ѕнѕдн		ADJ
#		DELM
¬»‘«—		N
гЏ—жЁ		ADJ
н«”жћ		N
ж		CON
ёбе		N
ѕд«		N
°		DELM
”н ”ќ 		N
ж		CON
Н‘ге гн‘н		N
«“		P
гд«Ўё		N
гЏ—жЁ		ADJ
ж		CON
ѕнѕдн		ADJ
н«”жћ		N
гн »«‘дѕ		V
.		DELM
ѕ—		P
”«б е«н		N
«ќн—		ADJ
ня		N
е б		N
“н»«		ADJ
ѕ—		P
д“ѕнян		N
«нд		DET
¬»‘«—		N
«Ќѕ«Ћ		N
Р—ѕнѕе		V
яе		CON
 ж—н”  е«		N
»—«н		P
«”ян		N
ж		CON
«” —«Ќ 		N
ѕ—		P
Ё’б		N
“г” «д		N
ег		CON
гн  ж«ддѕ		V
«“		P
«нд		DET
дёЎе		N
ѕнѕд		N
яддѕ		V
.		DELM
#		DELM
«Ўб«Џ« 		N
Џгжгн		ADJ
‘е—		N
н«”жћ		N
#		DELM
ћгЏн 		N
‘е—” «д		N
»жн—«Ќгѕ		N
»—		P
«”«”		N
”—‘г«—н		N
ћгЏн 		N
ѕ—		P
”«б		N
1375		N
°		DELM
263 212		N
дЁ—		N
»жѕе		ADJ
«” 		V
яе		CON
»е		P
Џб 		N
ё—«—		N
Р—Ё д		N
г—«я“		N
«ѕ«—н		ADJ
ж		CON
”н«”н		ADJ
ж		CON
Ё—едРн		ADJ
ж		CON
¬гж“‘н		ADJ
«” «д		N
ѕ—		P
«нд		DET
‘е—” «д		N
°		DELM
ћгЏн 		N
¬д		PRO
ѕ—		P
”«б е«н		N
«ќн—		ADJ
—ж		N
»е		P
«Ё“«н‘		N
»жѕе		ADJ
«” 		V
.		DELM
‘е—		N
джБ«н		ADJ
н«”жћ		N
ѕ—		P
яд«—		N
—жѕќ«де		N
»‘«—		N
ѕ—		P
¬џж‘		N
 Бе е«н		N
г Џѕѕн		ADJ
ё—«—		N
Р—Ё е		ADJ
«” 		V
ж		CON
ѕ—		P
Ё’б		N
“г” «д		N
»—Ё		N
“н«ѕн		ADJ
ѕ—		P
«нд		DET
‘е—		N
гн »«—ѕ		V
ж		CON
«яЋ—		QUA
дё«Ў		N
ж		CON
«— Ё«Џ« 		N
¬д		PRO
»—«н		P
гѕ н		N
Ўжб«дн		ADJ
Бж‘нѕе		ADJ
«“		P
»—Ё		N
»«ён		N
гн г«дѕ		V
.		DELM
‘е—		N
н«”жћ		N
ѕ—		P
»е«—		N
ж		CON
 «»” «д		N
 «		P
днге		N
Б««н“		N
ѕ«—«н		ADJ
еж«нн		N
гЏ ѕб		ADJ
»жѕе		V
ж		CON
еж«н		N
ќж»н		ADJ
»—«н		P
Б–н—«нн		N
«“		P
гнег«д«д		N
ѕ«—ѕ		V
.		DELM
г ж”Ў		N
ѕ—ће		N
Ќ—«— 		N
”«б«де		ADJ
«нд		DET
‘е—		N
7 / 14		N
ѕ—ће		N
”«д нР—«ѕ		ADJ
»жѕе		V
ж		CON
«нд		PRO
ѕ—		P
Ќ«бн		N
«” 		V
яе		CON
Ќѕ«яЋ—		QUA
гЎбё		ADJ
ѕ—ће		N
Ќ—«— 		N
39		N
ѕ—ће		N
”«д нР—«ѕ		ADJ
ж		CON
Ќѕ«ёб		QUA
гЎбё		ADJ
¬д		PRO
4 / 13		N
ѕ—ће		N
”«д нР—«ѕ		ADJ
г‘«еѕе		N
‘ѕе		ADJ
«” 		V
.		DELM
ег Нднд		CON
г ж”Ў		N
гн“«д		N
»«—дѕРн		N
”«б«де		ADJ
«нд		DET
‘е—		N
969		N
гнбнг —		N
«” 		V
ж		CON
г ж”Ў		N
—ж“е«н		N
нќ»дѕ«д		N
¬д		PRO
ѕ—		P
Ўжб		N
”«б		N
61		N
—ж“		N
гн »«‘ѕ		V
.		DELM
д«г		N
гЌбн		ADJ
«нд		DET
‘е—		N
н«”нН		N
«” 		V
ж		CON
ё»б		N
«“		P
«нћ«ѕ		N
‘е—		N
н«”жћ		N
ѕ—		P
Ќѕжѕ		N
‘‘ янбжг —н		ADJ
ћдж»		N
‘—ён		ADJ
¬д		PRO
‘е—я		N
ёѕнгн		ADJ
)		DELM
 б		N
ќ”—ж		N
(		DELM
ё—«—		N
ѕ«‘ е		V
яе		CON
“г«дн		N
г—я“		N
Ўж«нЁ		N
»«” «дн		ADJ
)		DELM
»«“—дР«д		N
(		DELM
»жѕе		V
ж		CON
”«»ёе		N
 «—нќн		ADJ
¬д		PRO
г ћ«ж“		ADJ
«“		P
ѕж		N
е“«—		N
”«б		N
гн »«‘ѕ		V
.		DELM
«нд		DET
‘е—		N
ѕ—		P
ѕе«де		N
«д»—н		N
’ќ—е е«н		N
“«Р—”		N
»“—Р		ADJ
ж		CON
»—		P
ѕ«где		N
ѕд«н		N
егн‘е		ADV
”Ёнѕ		ADJ
ж		CON
Б—»—Ё		ADJ
ѕ—		P
б«»б«н		N
ћдРб е«н		N
 джгдѕ		ADJ
ж		CON
”—”»“		ADJ
»бжЎ		N
ё—«—		N
Р—Ё е		ADJ
«” 		V
.		DELM
н«”жћ		N
г—я“		N
«” «д		N
яеРнбжне		N
ж		CON
»жн—«Ќгѕ		N
«” 		V
яе		CON
Ўжб		N
ж		CON
Џ—÷		N
ћџ—«Ён«нн		ADJ
¬д		PRO
»е		P
 — н»		N
36		N
51		N
ѕ—ће		N
ж		CON
40		N
30		N
ѕ—ће		N
гн »«‘ѕ		V
.		DELM
ег Нднд		CON
«— Ё«Џ		N
«нд		DET
‘е—		N
«“		P
”ЎЌ		N
ѕ—н«		N
1870		N
г —		N
«” 		V
.		DELM
‘е—” «д		N
»жн—«Ќгѕ		N
яе		CON
г—я“		N
¬д		PRO
‘е—		N
н«”жћ		N
«” 		V
ѕ«—«н		ADJ
4		N
»ќ‘		N
»е		P
д«г е«н		N
г—я“н		ADJ
°		DELM
ѕ—же«д		N
°		DELM
г«—Ржд		N
ж		CON
бж—«»		N
°		DELM
2		N
‘е—		N
ж		CON
13		N
ѕе” «д		N
гн »«‘ѕ		V
.		DELM
#		DELM
«Ўб«Џ« 		N
Џгжгн		ADJ
‘е—		N
ѕ«гџ«д		N
#		DELM
“»«д		N
—«нћ		ADJ
г—ѕг		N
ѕ«гџ«д		N
°		DELM
Ё«—”н		ADJ
«” 		V
жбн		CON
Ќ—я« 		N
ябг« 		N
ж		CON
Ќ—жЁ		N
—«		P
џ«б»«		ADV
»—		P
ќб«Ё		N
Ё«—”н		N
я «»н		ADJ
ж		CON
ѕ” ж—		N
«ѕ«		N
гн яддѕ		V
ж		CON
»«		P
ж«ж		N
 ’џн—		N
гн яддѕ		V
г«ддѕ		ADV
:		DELM
—Ё г		V
°		DELM
РЁ г		V
°		DELM
»—ѕг		V
ж		CON
ѕ—		P
гж«—ѕ		N
 я»н—		N
гн Ржндѕ		V
г—ѕн		N
“дн		N
»«		P
н«н		N
г«ё»б		P
гЁ жЌ		N
.		DELM
беће		N
ж		CON
Ржн‘		N
«“		P
гд«Ўё		N
ѕнѕдн		ADJ
ж		CON
 ж—н” н		ADJ
«нд		DET
‘е—” «д		N
гн  ж«д		V
«“		P
г”ћѕ		N
 «—нќ«де		N
°		DELM
 Бе Ќ’«—		N
°		DELM
Н‘ге Џбн		N
ж		CON
Џг«— 		N
г—»жЎ		ADJ
»е		P
¬д		PRO
ж		CON
г”ћѕ		N
ћ«гЏ		ADJ
д«г		N
»—ѕ		V
.		DELM
егНднд		CON
»«“«—		N
”—Бж‘нѕе		ADJ
«нд		DET
‘е—		N
дн“		CON
«“		P
«г«яд		N
 ж—н” н		ADJ
»е		P
Ќ”«»		N
гн ¬ндѕ		V
.		DELM
ћ«–»е е«н		N
 ж—н” н		ADJ
ж		CON
¬Ћ«—		N
ѕнѕдн		ADJ
ѕ«гџ«д		N
енНР«е		ADV
‘е—		N
»“—Рн		ADJ
д»жѕе		V
ж		CON
ѕ— Ќёнё 		CON
ѕ—		P
Ўжб		N
ё—жд		N
гќ бЁ		ADJ
енНР«е		ADV
 џнн—н		N
Н‘гРн—		ADJ
ѕ—		P
«дѕ«“е		N
¬д		PRO
—жн		N
дѕ«ѕе		ADJ
«” 		V
.		DELM
ѕ«гџ«д		N
«г—ж“		ADV
егНжд		ADV
‘е—е«н		N
ѕнР—		ADJ
«н—«д		N
ѕ—		P
Ќ«б		N
Р” —‘		N
«” 		V
.		DELM
ѕ«гџ«д		N
ѕ—		P
”«б		N
766		N
ећ—н		ADJ
ёг—н		ADJ
гж—ѕ		N
 «ќ  ж  «“		N
 —я«д		N
ж		CON
гџжб«д		N
ё—«—		N
Р—Ё 		V
.		DELM
ѕ—		P
796		N
ећ—н		ADJ
ёг—н		ADJ
«гн—		N
 нгж—		N
бдР		ADJ
ѕ—		P
—«е		N
—Ё д		N
»е		P
‘«г« 		N
ѕ«гџ«д		N
—«		P
жн—«д		ADJ
я—ѕ		V
ж		CON
Р—жен		N
«“		P
г—ѕг‘		N
—«		P
я‘ 		V
.		DELM
ѕ—		P
1916		N
ећ—н		ADJ
ёг—н		ADJ
‘«е		N
«”г«Џнб		N
’Ёжн		N
»—«н		P
”—яж»н		N
‘ян»		N
ќ«д		N
ѕ«гџ«д		N
—«		P
 ’—Ё		N
ж		CON
«Ќгѕ		N
”бЎ«д		N
—«		P
г«гж—		N
Ќяжг 		N
я—ѕ		V
«г«		CON
д ж«д” 		V
ѕ—		P
»—«»—		ADJ
‘ян»		N
ќ«д		N
гё«жг 		N
ядѕ		V
.		DELM
‘е—		N
»е		P
«г—		N
‘ян»		N
ќ«д		N
жн—«д		ADJ
‘ѕ		V
.		DELM
¬б “н«—		N
ѕ—		P
дж«Ќн		N
џ—»н		ADJ
°		DELM
г—я“н		ADJ
ж		CON
‘г«б		N
ж		CON
ѕн«бге		N
ѕ—		P
ћдж»		N
ж		CON
ћдж»		N
‘—ён		ADJ
Ё—г«д—ж««н		N
гн я—ѕдѕ		V
.		DELM
ѕ—		P
”«б		N
392		N
ећ—н		ADJ
ёг—н		ADJ
»нд		N
ж‘гРн—		N
“н«—н		N
ѕ—		P
ѕ«гџ«д		N
»«		P
«»д Џгн—		N
ж“н—		N
—яд «бѕжбе		N
ѕнбгн		N
ћдРн		N
ѕ—Р—Ё 		V
яе		CON
гдћ—		ADJ
»е		P
Б—«ядѕе		ADJ
‘ѕд		N
б‘я—н«д		N
“н«—н		N
ж		CON
‘я” 		N
¬д е«		PRO
‘ѕ		V
.		DELM
‘е—		N
ѕ«гџ«д		N
ѕ—		P
Не«—		N
’ѕ		N
”«б		N
Бн‘		N
«“		P
гнб«ѕ		N
г”нЌ		N
Нд«д		ADV
Џўг н		N
ѕ«‘ 		V
яе		CON
«‘я		N
”жг		ADJ
ж		CON
 н—ѕ«ѕ		N
«‘я«дн		N
ѕ—		P
”«б		N
249		N
Бн‘		N
«“		P
гнб«ѕ		N
°		DELM
¬д		PRO
—«		P
Б«н ќ 		N
ё—«—		N
ѕ«ѕдѕ		V
.		DELM
ѕ—		P
”«б		N
205		N
ећ—н		ADJ
ёг—н		ADJ
»«		P
—жн		N
я«—		N
¬гѕд		N
Ў«е—н«д		N
«нд		DET
‘е—		N
ѕ«—«н		ADJ
ня		N
Ќяжг 		N
днге г” ёб		ADJ
‘ѕ		V
.		DELM
«нд		DET
‘е—		N
 «		P
ё—д		N
«жб		ADJ
гнб«ѕн		ADJ
»е		P
«егн 		N
ќжѕ		PRO
»«ён		N
г«дѕ		V
ж		CON
г—я“		N
«н«б 		N
»“—Р		ADJ
ёжг”		N
»жѕ		V
.		DELM
#		DELM
 «—нќНе		N
‘е—		N
)		DELM
Бн‘нде		N
(		DELM
#		DELM
ѕ—		P
гд«»Џ		N
¬гѕе		ADJ
«” 		V
яе		CON
Не«—		N
’ѕ		N
”«б		N
ё»б		N
«“		P
гнб«ѕ		N
г”нЌ		N
°		DELM
ћгЏн		N
«“		P
гџ«д		N
)		DELM
—жЌ«днжд		N
“— ‘ н		ADJ
(		DELM
ѕ—		P
г”н—		N
—жѕќ«де		N
Н‘ге Џбн		N
г”яд		N
Р“нѕдѕ		V
ж		CON
»е		P
егнд		DET
Џб 		N
«нд		DET
гЌб		N
—«		P
ѕе гџ«д		N
д«гнѕдѕ		V
яе		CON
»Џѕе«		ADV
»е		P
г—ж—		N
“г«д		N
 »ѕнб		N
»е		P
ѕ«гџ«д		N
‘ѕ		V
.		DELM
ѕ«гџ«д		N
 «		P
ё»б		N
«“		P
Ќгбе		N
«”ядѕ—		N
‘е—н		N
»”н«—		ADV
¬»«ѕ		ADJ
»жѕе		V
ж		CON
»е		P
егнд		DET
ќ«Ў—		N
нжд«дн«д		N
¬д		PRO
—«		P
)		DELM
ея« г Ббн”		N
(		DELM
нЏдн		ADV
‘е—		N
’ѕ ѕ—ж«“е		N
гн РЁ дѕ		V
.		DELM
ѕ«гџ«д		N
нян		PRO
«“		P
ёѕнгн  —нд		ADJ
‘е—е«н		N
«н—«д		N
«” 		V
яе		CON
г—я“		N
«н«б 		N
ёжг”		N
)		DELM
яжг”		N
(		DELM
»жѕе		ADJ
«” 		V
.		DELM
»д«н		N
‘е—		N
—«		P
3500		N
 «		P
4000		N
”«б		N
ё»б		N
«“		P
гнб«ѕ		N
г”нЌ		N
д”» 		N
гн ѕедѕ		V
.		DELM
¬Ћ«—		N
»е		P
ѕ” 		N
¬гѕе		MORP
ѕ—		P
 Бе Ќ’«—		N
д‘«д		N
гн ѕеѕ		V
яе		CON
ѕ«гџ«д		N
ѕ—		P
“г«д		N
г«ѕ		N
ж		CON
еќ«гд‘н		N
«“		P
«егн 		N
Ёжё «бЏ«ѕе «н		ADJ
»—ќж—ѕ«—		ADJ
»жѕе		ADJ
«” 		V
.		DELM
#		DELM
«Ўб«Џ« 		N
Џгжгн		ADJ
#		DELM
«ё ’«ѕ		N
«нд		DET
‘е—” «д		N
»н‘ —		ADJ
»—		P
Б«не		N
я‘«ж—“н		N
ж		CON
ѕ«гѕ«—н		N
«” ж«—		ADJ
«” 		V
»ќ‘		N
’д«нЏ		N
дё‘		N
ягн		ADJ
ѕ—		P
ЁЏ«бн  е«н		N
«ё ’«ѕн		ADJ
‘е—” «д		N
ѕ«гџ«д		N
ѕ«—ѕ		V
.		DELM
нян		PRO
«“		P
гЌ’жб« 		N
гег		ADJ
‘е—” «д		N
Б” е		N
гн »«‘ѕ		V
яе		CON
«“		P
дў—		N
«ё ’«ѕн		ADJ
»—«н		P
г—ѕг		N
«“		P
ѕ—ће		N
«егн 		N
ќ«’н		ADJ
»—ќж—ѕ«—		ADJ
гн »«‘ѕ		V
.		DELM
ё”г  е«нн		N
яе		CON
ѕ—		P
ѕ‘ 		N
ѕ«гџ«д		N
ж		CON
ё”г  е«н		N
ћдж»н		ADJ
ё—«—		N
ѕ«—дѕ		V
ж		CON
ѕ«—«н		ADJ
¬»		N
ж		CON
еж«н		N
Р—г		ADJ
ж		CON
ќ‘я		ADJ
ѕ—		P
 «»” «д		N
ж		CON
гЏ ѕб		ADJ
ѕ—		P
